candidate_id,rank,score,reasoning
CAND_0000031,18,97.035,"Strong match for the JD, showcasing solid skills in Embeddings, Information Retrieval. Brings 6.0 years of industry experience as a senior backend/ML engineer, currently holding the role of Recommendation Systems Engineer with Swiggy. Open to relocating from Hyderabad, Telangana to Noida/Pune office. Very active candidate showing a 91% recruiter response rate. Stated notice period is 60 days."
CAND_0048558,19,96.755,"A senior backend/ML engineer offering 6.7 years of experience, presently working as Data Scientist at Rephrase.ai. Strong match for the JD, showcasing solid skills in Information Retrieval, OpenSearch and experience in distributed search scaling. Located in target office location (Pune/Noida), meeting the hybrid setup needs. Excellent availability signals and a 80% response rate. Stated notice period is 30 days."
CAND_0068811,20,96.310,"Demonstrates strong hands-on capabilities in Vector Search, Embeddings and experience in LLM fine-tuning. Brings 8.0 years of industry experience as a highly experienced expert, currently holding the role of Applied ML Engineer with Freshworks. Located in target office location (Pune/Noida), meeting the hybrid setup needs. Excellent availability signals and a 42% response rate. Stated notice period is 30 days."
CAND_0081852,21,95.304,"Demonstrates 5.9 years of experience, currently active as a senior backend/ML engineer (Senior Data Scientist) at Mad Street Den. Based in Delhi, Delhi but willing to relocate to target office. Demonstrates strong hands-on capabilities in Vector Search, Milvus and experience in LLM fine-tuning. Strong platform engagement with a 44% response rate. Stated notice period is 45 days."
CAND_0065195,22,95.146,"Strong match for the JD, showcasing solid skills in Elasticsearch, Qdrant and experience in LLM fine-tuning. Brings 5.1 years of industry experience as a senior backend/ML engineer, currently holding the role of Search Engineer with CRED. Based out of Kolkata, West Bengal. Excellent availability signals and a 80% response rate. Stated notice period is 45 days."
CAND_0036184,23,95.118,"Demonstrates strong hands-on capabilities in Embeddings, Vector Search and experience in LLM fine-tuning. Brings 6.0 years of industry experience as a senior backend/ML engineer, currently holding the role of Recommendation Systems Engineer with CRED. Based out of Trivandrum, Kerala. Excellent availability signals and a 90% response rate. Stated notice period is 30 days."
CAND_0070525,24,95.037,"Demonstrates 5.4 years of experience, currently active as a senior backend/ML engineer (Senior Software Engineer (ML)) at Mad Street Den. Based out of Hyderabad, Telangana. Demonstrates strong hands-on capabilities in Embeddings, GANs. Strong platform engagement with a 93% response rate. Stated notice period is 45 days."
CAND_0006418,25,94.649,"Highly skilled in Embeddings, Elasticsearch and experience in learning-to-rank models, aligning well with our technical stack. Brings 5.7 years of industry experience as a senior backend/ML engineer, currently holding the role of Machine Learning Engineer with Verloop.io. Open to relocating from Gurgaon, Haryana to Noida/Pune office. Strong platform engagement with a 92% response rate. Stated notice period is 60 days."
CAND_0086022,26,93.615,"A senior backend/ML engineer offering 5.3 years of experience, presently working as Senior Applied Scientist at Sarvam AI. Strong match for the JD, showcasing solid skills in Vector Search, Elasticsearch and experience in LLM fine-tuning. Open to relocating from Kolkata, West Bengal to Noida/Pune office. Very active candidate showing a 55% recruiter response rate. Stated notice period is 0 days."
CAND_0064888,27,93.608,"Demonstrates 5.8 years of experience, currently active as a senior backend/ML engineer (ML Engineer) at Verloop.io. Willing to relocate to Noida/Pune from Vizag, Andhra Pradesh. Strong match for the JD, showcasing solid skills in Embeddings, Elasticsearch and experience in LLM fine-tuning. Excellent availability signals and a 92% response rate. Stated notice period is 30 days."
CAND_0042029,28,93.556,"Strong match for the JD, showcasing solid skills in Elasticsearch, Embeddings and experience in learning-to-rank models. Brings 6.5 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Data Scientist with Flipkart. Based in Delhi, Delhi but willing to relocate to target office. Very active candidate showing a 67% recruiter response rate. Stated notice period is 45 days."
CAND_0018549,29,93.373,"A senior backend/ML engineer offering 6.8 years of experience, presently working as Recommendation Systems Engineer at Uber. Strong match for the JD, showcasing solid skills in Elasticsearch, OpenSearch and experience in LLM fine-tuning. Based in Coimbatore, Tamil Nadu but willing to relocate to target office. Very active candidate showing a 73% recruiter response rate. Stated notice period is 60 days."
CAND_0015967,30,92.990,"A senior backend/ML engineer offering 5.4 years of experience, presently working as Senior Software Engineer (ML) at Razorpay. Highly skilled in Embeddings, Pinecone and experience in LLM fine-tuning, aligning well with our technical stack. Willing to relocate to Noida/Pune from Hyderabad, Telangana. Strong platform engagement with a 45% response rate. Stated notice period is 30 days."
CAND_0080766,31,92.806,"Strong match for the JD, showcasing solid skills in Elasticsearch, OpenSearch and experience in LLM fine-tuning. Brings 8.8 years of industry experience as a highly experienced expert, currently holding the role of Staff Machine Learning Engineer with Salesforce. Based in Coimbatore, Tamil Nadu but willing to relocate to target office. Excellent availability signals and a 66% response rate. Stated notice period is 0 days."
CAND_0026942,32,92.750,"A senior backend/ML engineer offering 6.0 years of experience, presently working as Junior ML Engineer at Verloop.io. Demonstrates strong hands-on capabilities in Information Retrieval, TensorFlow and experience in learning-to-rank models. Based in Chandigarh, Chandigarh but willing to relocate to target office. Very active candidate showing a 84% recruiter response rate. Stated notice period is 30 days."
CAND_0037566,33,91.539,"A senior backend/ML engineer offering 6.9 years of experience, presently working as Machine Learning Engineer at LinkedIn. Strong match for the JD, showcasing solid skills in BM25, Elasticsearch and experience in LLM fine-tuning. Willing to relocate to Noida/Pune from Bangalore, Karnataka. Strong platform engagement with a 50% response rate. Stated notice period is 15 days."
CAND_0041610,34,91.527,"Demonstrates 6.7 years of experience, currently active as a senior backend/ML engineer (Recommendation Systems Engineer) at Zoho. Willing to relocate to Noida/Pune from Indore, Madhya Pradesh. Highly skilled in Elasticsearch, OpenSearch and experience in LLM fine-tuning, aligning well with our technical stack. Very active candidate showing a 52% recruiter response rate. Stated notice period is 30 days."
CAND_0052682,35,91.068,"A senior backend/ML engineer offering 6.6 years of experience, presently working as NLP Engineer at Aganitha. Highly skilled in Embeddings, FAISS and experience in LLM fine-tuning, aligning well with our technical stack. Currently located in Vizag, Andhra Pradesh. Strong platform engagement with a 88% response rate. Stated notice period is 30 days."
CAND_0062247,36,90.841,"A senior backend/ML engineer offering 7.3 years of experience, presently working as AI Engineer at Google. Strong match for the JD, showcasing solid skills in Vector Search, Information Retrieval and experience in LLM fine-tuning. Based in Kochi, Kerala but willing to relocate to target office. Strong platform engagement with a 78% response rate. Stated notice period is 30 days."
CAND_0066999,37,90.666,"Demonstrates 5.9 years of experience, currently active as a senior backend/ML engineer (Recommendation Systems Engineer) at Microsoft. Based in Delhi, Delhi but willing to relocate to target office. Demonstrates strong hands-on capabilities in OpenSearch, BM25. Excellent availability signals and a 63% response rate. Stated notice period is 15 days."
CAND_0063622,38,90.654,"Demonstrates 5.2 years of experience, currently active as a senior backend/ML engineer (Computer Vision Engineer) at Niramai. Operating from Hyderabad, Telangana. Strong match for the JD, showcasing solid skills in Vector Search, Diffusion Models and experience in LLM fine-tuning. Excellent availability signals and a 92% response rate. Stated notice period is 30 days."
CAND_0053695,39,90.581,"Demonstrates 5.8 years of experience, currently active as a senior backend/ML engineer (Recommendation Systems Engineer) at Meesho. Operating from Bhubaneswar, Odisha. Demonstrates strong hands-on capabilities in Embeddings, Pinecone. Excellent availability signals and a 60% response rate. Stated notice period is 15 days."
CAND_0068351,40,90.569,"A senior backend/ML engineer offering 6.4 years of experience, presently working as Lead AI Engineer at Sarvam AI. Demonstrates strong hands-on capabilities in Elasticsearch, Qdrant and experience in LLM fine-tuning. Based out of Delhi, Delhi. Excellent availability signals and a 86% response rate. Stated notice period is 0 days."
CAND_0064326,41,90.234,"Demonstrates 7.6 years of experience, currently active as a senior backend/ML engineer (Search Engineer) at Sarvam AI. Operating from Gurgaon, Haryana. Demonstrates strong hands-on capabilities in BM25, Milvus and experience in LLM fine-tuning. Strong platform engagement with a 94% response rate. Stated notice period is 45 days."
CAND_0047542,42,90.163,"A senior backend/ML engineer offering 5.0 years of experience, presently working as Senior Software Engineer (ML) at Meesho. Strong match for the JD, showcasing solid skills in Embeddings, Weaviate and experience in LLM fine-tuning. Willing to relocate to Noida/Pune from Chennai, Tamil Nadu. Strong platform engagement with a 75% response rate. Stated notice period is 45 days."
CAND_0006567,43,90.052,"Demonstrates strong hands-on capabilities in BM25, GANs. Brings 7.9 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior AI Engineer with Meta. Based locally in Pune/Noida, perfect for our current office cadence. Strong platform engagement with a 79% response rate. Stated notice period is 60 days."
CAND_0033179,44,90.032,"A senior backend/ML engineer offering 6.9 years of experience, presently working as AI Research Engineer at Wipro. Strong match for the JD, showcasing solid skills in OpenSearch, Information Retrieval and experience in LLM fine-tuning. Open to relocating from Ahmedabad, Gujarat to Noida/Pune office. Strong platform engagement with a 84% response rate. Stated notice period is 30 days."
CAND_0008295,45,90.007,"Strong match for the JD, showcasing solid skills in BM25, Weaviate and experience in LLM fine-tuning. Brings 6.5 years of industry experience as a senior backend/ML engineer, currently holding the role of AI Research Engineer with Razorpay. Positioned in the Pune/Noida region, allowing for immediate hybrid onboarding. Very active candidate showing a 89% recruiter response rate. Stated notice period is 45 days."
CAND_0072660,46,89.714,"Demonstrates 7.1 years of experience, currently active as a senior backend/ML engineer (Machine Learning Engineer) at Unacademy. Currently located in Berlin. Demonstrates strong hands-on capabilities in Information Retrieval, OpenSearch and experience in LLM fine-tuning. Very active candidate showing a 53% recruiter response rate. Stated notice period is 30 days."
CAND_0078492,47,89.667,"A senior backend/ML engineer offering 5.1 years of experience, presently working as Recommendation Systems Engineer at Verloop.io. Demonstrates strong hands-on capabilities in BM25, Elasticsearch and experience in LLM fine-tuning. Open to relocating from Kochi, Kerala to Noida/Pune office. Very active candidate showing a 70% recruiter response rate. Stated notice period is 30 days."
CAND_0082086,48,89.665,"Demonstrates 6.0 years of experience, currently active as a senior backend/ML engineer (Senior Software Engineer (ML)) at Razorpay. Operating from Delhi, Delhi. Highly skilled in FAISS, Pinecone and experience in LLM fine-tuning, aligning well with our technical stack. Very active candidate showing a 85% recruiter response rate. Stated notice period is 45 days."
CAND_0079387,49,89.616,"A senior backend/ML engineer offering 6.9 years of experience, presently working as AI Engineer at Microsoft. Demonstrates strong hands-on capabilities in Vector Search, OpenSearch and experience in LLM fine-tuning. Based out of Trivandrum, Kerala. Excellent availability signals and a 81% response rate. Stated notice period is 30 days."
CAND_0025923,50,89.463,"A senior backend/ML engineer offering 5.0 years of experience, presently working as Senior Software Engineer (ML) at HCL. Demonstrates strong hands-on capabilities in Qdrant, Pinecone. Based in Kolkata, West Bengal but willing to relocate to target office. Strong platform engagement with a 84% response rate. Stated notice period is 30 days."
CAND_0041669,51,89.440,"Showcases decent alignment with the technical requirements, offering Information Retrieval, FAISS and experience in LLM fine-tuning. Brings 8.0 years of industry experience as a highly experienced expert, currently holding the role of Recommendation Systems Engineer with CRED. Located in target office location (Pune/Noida), meeting the hybrid setup needs. Very active candidate showing a 77% recruiter response rate. Stated notice period is 60 days."
CAND_0002120,52,89.360,"A senior backend/ML engineer offering 6.5 years of experience, presently working as ML Engineer at HCL. A viable candidate with relevant skills in Information Retrieval, Embeddings. Operating from Berlin. Very active candidate showing a 72% recruiter response rate. Stated notice period is 45 days."
CAND_0083879,53,89.329,"A viable candidate with relevant skills in Milvus, Sentence Transformers and experience in LLM fine-tuning. Brings 7.1 years of industry experience as a senior backend/ML engineer, currently holding the role of Machine Learning Engineer with Ola. Located in target office location (Pune/Noida), meeting the hybrid setup needs. Excellent availability signals and a 47% response rate. Stated notice period is 30 days."
CAND_0094759,54,89.207,"A viable candidate with relevant skills in Vector Search, Qdrant and experience in LLM fine-tuning. Brings 8.6 years of industry experience as a highly experienced expert, currently holding the role of Lead AI Engineer with Meta. Open to relocating from Mumbai, Maharashtra to Noida/Pune office. Active on the platform though low response rate of 11% indicates poor availability."
CAND_0050454,55,88.823,"Demonstrates 6.8 years of experience, currently active as a senior backend/ML engineer (AI Engineer) at Rephrase.ai. Open to relocating from Delhi, Delhi to Noida/Pune office. Showcases decent alignment with the technical requirements, offering BM25, FAISS and experience in LLM fine-tuning. Strong platform engagement with a 77% response rate. Stated notice period is 30 days."
CAND_0007009,56,88.531,"Demonstrates 7.9 years of experience, currently active as a senior backend/ML engineer (Recommendation Systems Engineer) at Wysa. Based locally in Pune/Noida, perfect for our current office cadence. A viable candidate with relevant skills in Embeddings, BM25 and experience in LLM fine-tuning. Very active candidate showing a 62% recruiter response rate. Stated notice period is 30 days."
CAND_0043860,57,88.433,"Demonstrates 6.1 years of experience, currently active as a senior backend/ML engineer (Junior ML Engineer) at Aganitha. Willing to relocate to Noida/Pune from Bhubaneswar, Odisha. Demonstrates capability in Information Retrieval, Vector Search, with potential for this role. Strong platform engagement with a 81% response rate. Stated notice period is 30 days."
CAND_0054100,58,88.420,"Demonstrates capability in Vector Search, Pinecone and experience in LLM fine-tuning, with potential for this role. Brings 6.0 years of industry experience as a senior backend/ML engineer, currently holding the role of Junior ML Engineer with Zoho. Based out of Kolkata, West Bengal. Strong platform engagement with a 79% response rate. Stated notice period is 60 days."
CAND_0013665,59,88.400,"A senior backend/ML engineer offering 5.2 years of experience, presently working as Senior Software Engineer (ML) at InMobi. Showcases decent alignment with the technical requirements, offering Embeddings, Qdrant and experience in LLM fine-tuning. Operating from Trivandrum, Kerala. Strong platform engagement with a 73% response rate. Stated notice period is 30 days."
CAND_0074342,60,88.341,"A senior backend/ML engineer offering 5.7 years of experience, presently working as Data Scientist at Zoho. Demonstrates capability in OpenSearch, Diffusion Models and experience in LLM fine-tuning, with potential for this role. Open to relocating from Sydney to Noida/Pune office. Strong platform engagement with a 76% response rate. Stated notice period is 30 days."
CAND_0095528,61,88.303,"A senior backend/ML engineer offering 5.3 years of experience, presently working as Senior Data Scientist at Netflix. Showcases decent alignment with the technical requirements, offering OpenSearch, Vector Search and experience in LLM fine-tuning. Currently located in Indore, Madhya Pradesh. Strong platform engagement with a 55% response rate. Stated notice period is 45 days."
CAND_0043228,62,88.224,"Demonstrates 6.8 years of experience, currently active as a senior backend/ML engineer (Applied ML Engineer) at Zoho. Currently located in Chennai, Tamil Nadu. Showcases decent alignment with the technical requirements, offering Vector Search, OpenSearch and experience in learning-to-rank models. Strong platform engagement with a 41% response rate. Stated notice period is 30 days."
CAND_0005260,63,88.061,"A senior backend/ML engineer offering 5.2 years of experience, presently working as Senior NLP Engineer at Netflix. Showcases decent alignment with the technical requirements, offering Information Retrieval, Embeddings and experience in LLM fine-tuning. Based in Chennai, Tamil Nadu but willing to relocate to target office. Very active candidate showing a 86% recruiter response rate. Stated notice period is 60 days."
CAND_0024990,64,87.556,"Demonstrates capability in OpenSearch, Elasticsearch, with potential for this role. Brings 5.2 years of industry experience as a senior backend/ML engineer, currently holding the role of Junior ML Engineer with Zoho. Currently located in Trivandrum, Kerala. Strong platform engagement with a 83% response rate. Stated notice period is 60 days."
CAND_0014440,65,87.482,"Demonstrates 6.4 years of experience, currently active as a senior backend/ML engineer (Recommendation Systems Engineer) at CRED. Operating from Chennai, Tamil Nadu. A viable candidate with relevant skills in Elasticsearch, Milvus and experience in LLM fine-tuning. Very active candidate showing a 64% recruiter response rate. Stated notice period is 60 days."
CAND_0082262,66,87.454,"Demonstrates capability in Weaviate, PyTorch and experience in LLM fine-tuning, with potential for this role. Brings 5.9 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Software Engineer (ML) with Wipro. Operating from Bangalore, Karnataka. Very active candidate showing a 64% recruiter response rate. Stated notice period is 30 days."
CAND_0008425,67,87.435,"Demonstrates capability in Information Retrieval, Qdrant and experience in LLM fine-tuning, with potential for this role. Brings 7.8 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior NLP Engineer with Ola. Currently located in Kolkata, West Bengal. Active on the platform though notice period of 90 days is longer than preferred."
CAND_0099806,68,87.257,"Demonstrates capability in Embeddings, Elasticsearch and experience in LLM fine-tuning, with potential for this role. Brings 4.6 years of industry experience as a backend/ML professional, currently holding the role of AI Engineer with Mad Street Den. Willing to relocate to Noida/Pune from Bhubaneswar, Odisha. Excellent availability signals and a 76% response rate. Stated notice period is 30 days."
CAND_0017093,69,87.119,"Showcases decent alignment with the technical requirements, offering Embeddings, BM25 and experience in learning-to-rank models. Brings 5.9 years of industry experience as a senior backend/ML engineer, currently holding the role of ML Engineer with Zoho. Open to relocating from Hyderabad, Telangana to Noida/Pune office. Excellent availability signals and a 57% response rate. Stated notice period is 30 days."
CAND_0088025,70,86.907,"A viable candidate with relevant skills in BM25, Elasticsearch and experience in LLM fine-tuning. Brings 8.6 years of industry experience as a highly experienced expert, currently holding the role of Staff Machine Learning Engineer with Yellow.ai. Currently located in Jaipur, Rajasthan. Active on the platform though notice period of 90 days is longer than preferred."
CAND_0018888,71,86.809,"A viable candidate with relevant skills in Information Retrieval, FAISS. Brings 6.5 years of industry experience as a senior backend/ML engineer, currently holding the role of AI Research Engineer with Razorpay. Based locally in Pune/Noida, perfect for our current office cadence. Excellent availability signals and a 55% response rate. Stated notice period is 30 days."
CAND_0037160,72,86.476,"Showcases decent alignment with the technical requirements, offering Vector Search, Embeddings. Brings 6.0 years of industry experience as a senior backend/ML engineer, currently holding the role of Data Scientist with Haptik. Currently located in Mumbai, Maharashtra. Strong platform engagement with a 74% response rate. Stated notice period is 30 days."
CAND_0030031,73,86.142,"Demonstrates 5.7 years of experience, currently active as a senior backend/ML engineer (AI Engineer) at Microsoft. Based out of Trivandrum, Kerala. A viable candidate with relevant skills in Information Retrieval, BM25 and experience in LLM fine-tuning. Excellent availability signals and a 94% response rate. Stated notice period is 30 days."
CAND_0005193,74,85.944,"Demonstrates capability in OpenSearch, PyTorch, with potential for this role. Brings 6.2 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Software Engineer with Acme Corp. Currently located in Hyderabad, Telangana. Very active candidate showing a 82% recruiter response rate. Stated notice period is 60 days."
CAND_0093763,75,85.542,"A senior backend/ML engineer offering 5.0 years of experience, presently working as Senior Software Engineer (ML) at Swiggy. Showcases decent alignment with the technical requirements, offering Vector Search, FAISS. Located in target office location (Pune/Noida), meeting the hybrid setup needs. Active on the platform though notice period of 90 days is longer than preferred."
CAND_0093193,76,85.487,"Showcases decent alignment with the technical requirements, offering OpenSearch, Qdrant. Brings 7.9 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Machine Learning Engineer with Niramai. Currently located in Bangalore, Karnataka. Strong platform engagement with a 61% response rate. Stated notice period is 45 days."
CAND_0033861,77,85.383,"Demonstrates 8.0 years of experience, currently active as a highly experienced expert (Senior NLP Engineer) at Mad Street Den. Currently located in Vizag, Andhra Pradesh. Demonstrates capability in Elasticsearch, Vector Search and experience in LLM fine-tuning, with potential for this role. Active on the platform though low response rate of 16% indicates poor availability."
CAND_0064609,78,85.195,"Demonstrates 7.4 years of experience, currently active as a senior backend/ML engineer (Senior Software Engineer) at Dunder Mifflin. Based in Singapore but willing to relocate to target office. Demonstrates capability in OpenSearch, Diffusion Models and experience in LLM fine-tuning, with potential for this role. Very active candidate showing a 45% recruiter response rate. Stated notice period is 30 days."
CAND_0004402,79,85.153,"A senior backend/ML engineer offering 6.0 years of experience, presently working as AI Research Engineer at Yellow.ai. Demonstrates capability in OpenSearch, Qdrant and experience in LLM fine-tuning, with potential for this role. Currently located in Delhi, Delhi. Strong platform engagement with a 83% response rate. Stated notice period is 60 days."
CAND_0064256,80,85.033,"Demonstrates capability in Embeddings, PyTorch, with potential for this role. Brings 6.4 years of industry experience as a senior backend/ML engineer, currently holding the role of Junior ML Engineer with BYJU'S. Currently located in Kolkata, West Bengal. Very active candidate showing a 86% recruiter response rate. Stated notice period is 30 days."
CAND_0027691,81,84.986,"Demonstrates 6.5 years of experience, currently active as a senior backend/ML engineer (NLP Engineer) at Haptik. Positioned in the Pune/Noida region, allowing for immediate hybrid onboarding. Showcases decent alignment with the technical requirements, offering Embeddings, Weaviate and experience in LLM fine-tuning. Very active candidate showing a 68% recruiter response rate. Stated notice period is 15 days."
CAND_0065878,82,84.675,"Demonstrates 7.8 years of experience, currently active as a senior backend/ML engineer (Senior Data Scientist) at Niramai. Based out of Trivandrum, Kerala. Demonstrates capability in Vector Search, RAG and experience in LLM fine-tuning, with potential for this role. Excellent availability signals and a 48% response rate. Stated notice period is 15 days."
CAND_0025882,83,84.474,"A viable candidate with relevant skills in Vector Search, FAISS and experience in LLM fine-tuning. Brings 5.6 years of industry experience as a senior backend/ML engineer, currently holding the role of Senior Software Engineer (ML) with Freshworks. Based in Chennai, Tamil Nadu but willing to relocate to target office. Excellent availability signals and a 79% response rate. Stated notice period is 45 days."
CAND_0037944,84,84.156,"A viable candidate with relevant skills in Vector Search, OpenSearch and experience in LLM fine-tuning. Brings 4.9 years of industry experience as a backend/ML professional, currently holding the role of Senior Data Scientist with Vedantu. Operating from Jaipur, Rajasthan. Very active candidate showing a 42% recruiter response rate. Stated notice period is 30 days."
CAND_0005509,85,84.146,"Demonstrates 6.0 years of experience, currently active as a senior backend/ML engineer (Data Scientist) at Ola. Positioned in the Pune/Noida region, allowing for immediate hybrid onboarding. Showcases decent alignment with the technical requirements, offering Qdrant, Diffusion Models and experience in LLM fine-tuning. Excellent availability signals and a 40% response rate. Stated notice period is 30 days."
CAND_0029367,86,83.986,"A senior backend/ML engineer offering 5.7 years of experience, presently working as Senior Data Scientist at Rephrase.ai. Showcases decent alignment with the technical requirements, offering Vector Search, FAISS and experience in LLM fine-tuning. Currently located in Bangalore, Karnataka. Active on the platform though notice period of 90 days is longer than preferred."
CAND_0007411,87,83.859,"Showcases decent alignment with the technical requirements, offering OpenSearch, Vector Search and experience in LLM fine-tuning. Brings 8.0 years of industry experience as a highly experienced expert, currently holding the role of Senior Machine Learning Engineer with Amazon. Based in Kochi, Kerala but willing to relocate to target office. Active on the platform though low response rate of 12% indicates poor availability."
CAND_0009024,88,83.802,"Demonstrates 5.2 years of experience, currently active as a senior backend/ML engineer (Search Engineer) at Google. Currently located in Chennai, Tamil Nadu. A viable candidate with relevant skills in OpenSearch, Qdrant and experience in LLM fine-tuning. Strong platform engagement with a 46% response rate. Stated notice period is 30 days."
CAND_0046703,89,83.781,"A backend/ML professional offering 4.5 years of experience, presently working as Senior Software Engineer at Cognizant. Showcases decent alignment with the technical requirements, offering Elasticsearch, Milvus and experience in LLM fine-tuning. Currently located in New York. Excellent availability signals and a 76% response rate. Stated notice period is 30 days."
